Tokens,Entities
ⲁ ⲓ ⲙⲟⲟϣⲉ ⲇⲉ ⲉϩⲟⲩⲛ ϩⲛ ⲧ ⲉⲣⲏⲙⲟⲥ · ⲁ ⲓ ϭⲓⲛⲉ ⲛ ⲕⲉ ⲥⲡⲏⲗⲁⲓⲟⲛ · ⲁ ⲡⲁ ϩⲏⲧ ⲉⲓ ⲉⲣⲟ ⲓ ⲁ ⲓ ⲧⲱϩⲙ ⲉϩⲟⲩⲛ ⲉ ⲡ ⲣⲟ ⲁⲩⲱ ⲙⲡⲉ ⲗⲁⲁⲩ ⲣⲟⲩⲱ ⲛⲁ ⲓ ·,O O O O O O place place O O O O O place place O O abstract abstract O O O O O O O O object object O O person O O O O
ⲁ ⲓ ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲙⲡ ⲓ ϩⲉ ⲉ ⲣⲱⲙⲉ · ⲁ ⲓ ⲉⲓ ⲉⲃⲟⲗ ⲉ ⲓ ϫⲱ ⲙⲙⲟ ⲥ · ϫⲉ ⲡ ⲙⲁ ⲉⲧⲉⲣⲉ ⲡ ϩⲙϩⲁⲗ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲛϩⲏⲧ ϥ ϥ ⲛⲁ ϫⲡⲉ ⲓ ⲉ ⲡⲉⲓ ⲙⲁ ·,O O O O O O O O person O O O O O O O O O O O O place O O person O O person person O place O O O O O place place O
ⲁⲛⲟⲕ ⲇⲉ ⲁ ⲓ ϭⲱ ϩⲙ ⲡ ⲙⲁ ⲉⲧ ⲙⲙⲁⲩ · ⲉ ⲓ ϣⲗⲏⲗ ϣⲁⲛⲧⲉ ⲡⲉ ϩⲟⲟⲩ ⲡⲣⲟⲕⲟⲡⲧⲉⲓ ·,O O O O O O place O O place O O O O O time time O O
ⲁⲩⲱ ⲛⲉ ⲓ ⲧⲁⲩⲟ ⲡⲉ ⲛ ⲛⲁ ⲁⲡⲟⲥⲧⲏⲑⲟⲥ ·,O O O O O O abstract abstract O
ⲙⲛⲛⲥⲱ ⲥ ⲇⲉ ⲉⲣⲉ ⲡ ⲣⲏ ⲛⲁ ϩⲱⲧⲡ ⲁ ⲓ ϭⲱϣⲧ ⲁ ⲓ ⲛⲁⲩ ⲉ ⲩ ⲁⲅⲉⲗⲏ ⲛ ϣⲟϣ ⲉ ⲁ ⲥ ⲉⲓ ⲙ ⲡ ⲟⲩⲉ · ⲉⲣⲉ ⲡ ⲥⲟⲛ ⲉⲧ ⲙⲙⲁⲩ ϩⲛ ⲧⲉⲩ ⲙⲏⲏⲧⲉ ·,O O O O object object O O O O O O O O O animal O O O O O O O O place place O O person O O O O place place O
ⲛⲧⲉⲣ ϥ ϩⲱⲛ ⲇⲉ ⲉϩⲟⲩⲛ ⲉⲣⲟ ⲓ ⲛ ϥ ⲕⲏⲕⲁϩⲏⲩ ⲡⲉ · ⲁⲩⲱ ⲉⲣⲉ ⲡⲉϥ ⲃⲱ ϩⲱⲃⲥ ⲛ ⲧⲉϥ ⲁⲥⲭⲏⲙⲟⲥⲩⲛⲏ · ⲁⲩⲱ ⲉ ϥ ⲟ ⲛ ϩⲃⲥⲱ ⲉ ϥ ϭⲟⲟⲗⲉ ⲙⲙⲟ ϥ ·,O O O O O O O O O O O O O O object object O O abstract abstract O O O O O O object O O O O object O
ⲛⲧⲉⲣⲉ ϥ ⲡⲱϩ ⲉⲣⲟ ⲓ · ⲁ ϥ ⲣϩⲟⲧⲉ ⲉⲙⲁⲧⲉ · ⲉ ϥ ⲙⲉⲉⲩⲉ ϫⲉ ⲁⲛⲅ ⲟⲩ ⲡⲛⲉⲩⲙⲁ · ⲁ ϥ ⲁϩⲉ ⲣⲁⲧ ϥ ⲁ ϥ ϣⲗⲏⲗ ·,O O O O O O O O O O O O O O O O person person O O O O O O O O O O
ⲕⲁⲓ ⲅⲁⲣ ⲁ ϩⲁϩ ⲙ ⲡⲛⲉⲩⲙⲁ ⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲟ ϥ · ⲕⲁⲧⲁ ⲧ ϩⲉ ⲛⲧ ⲁ ϥ ϫⲟⲟ ⲥ ⲉ ⲡ ϩⲁⲏ ·,O O O person O person O O O O O O O O O O O O O time time O
ⲁⲛⲟⲕ ⲇⲉ ⲁ ⲓ ⲁⲥⲑⲉ · ϫⲉ ⲁ ϥ ⲣϩⲟⲧⲉ ⲁ ⲓ ⲙⲟⲟϣⲉ ⲉⲣⲟ ϥ,O O O O O O O O O O O O O O O
ⲡⲉϫⲁ ⲓ ⲛⲁ ϥ · ϫⲉ ⲁϩⲣⲟ ⲕ ⲉ ⲕ ⲣϩⲟⲧⲉ · ⲱ ⲡ ϩⲙϩⲁⲗ ⲙ ⲡ ⲛⲟⲩⲧⲉ ·,O O O O O O O O O O O O O person O O person person O
ϭⲱϣⲧ ⲛ ⲅ ⲛⲁⲩ ⲉ ⲛⲁ ⲧⲁϭⲥⲉ · ϫⲉ ⲁⲛⲅ ⲟⲩ ⲣⲱⲙⲉ · ⲁⲩⲱ ⲛ ⲅ ϭⲟⲙϭⲙ ⲉⲣⲟ ⲓ ϫⲉ ⲁⲛⲅ ⲟⲩ ⲥⲁⲣⲝ ϩⲓ ⲥⲛⲟϥ ·,O O O O O object object O O O person person O O O O O O O O O object object O substance O
ⲛⲧⲟϥ ⲇⲉ ⲛⲧⲉⲣⲉ ϥ ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉϩⲣⲁⲓ · ⲁ ϥ ⲧⲁⲩⲟ ⲙ ⲡⲉ ϣⲗⲏⲗ ⲙ ⲡ ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ·,O O O O O O O O O O O O abstract O O abstract abstract O
ⲁⲛⲟⲕ ⲇⲉ ⲁ ⲓ ϭⲱⲣϣ ⲉⲣⲟ ϥ · ⲉ ⲧⲣⲉ ϥ ϫⲓⲧ ⲉ ⲡ ⲉⲥⲏⲧ ⲉ ⲡⲉ ⲥⲡⲏⲗⲁⲓⲟⲛ ·,O O O O O O O O O O O O O O O O place place O
ⲁ ϥ ϫⲛⲟ ⲓ ϫⲉ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ · ⲛ ⲁϣ ⲛ ϩⲉ ·,O O O O O O O O O O place place O O O O O O
ⲁⲛⲟⲕ ⲇⲉ ⲡⲉϫⲁ ⲓ ϫⲉ ⲛⲧ ⲁ ⲓ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ · ⲉ ⲓ ⲟⲩⲉϣ ⲛⲁⲩ ⲛ ϩⲙϩⲁⲗ ⲙ ⲡ ⲛⲟⲩⲧⲉ · ⲉⲧ ϣⲟⲟⲡ ϩⲙ ⲡⲉⲓ ϫⲁⲓⲉ · ⲁⲩⲱ ⲙⲡⲉ ⲡ ⲛⲟⲩⲧⲉ · ϥⲟϭ ⲧ ⲙ ⲡ ⲉⲧ ⲓ ϣⲓⲛⲉ ⲛⲥⲱ ϥ ·,O O O O O O O O O O place place O O O O O person O O person person O O O O place place O O O person person O O O O person O O O O person O
ⲁ ⲓ ϫⲛⲟⲩ ϥ ϫⲉ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ ⲛ ⲁϣ ⲛ ϩⲉ · ⲁⲩⲱ ⲉⲓⲥ ⲟⲩⲏⲣ · ⲛ ⲟⲩⲟⲉⲓϣ ϫⲓ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ · ⲁⲩⲱ ⲛⲉ ϣⲁ ⲕ ⲟⲩⲉⲙ ⲟⲩ · ⲁⲩⲱ ⲉⲧⲃⲉ ⲟⲩ ⲉ ⲕ ⲕⲏⲕⲁϩⲏⲩ ⲉ ⲙⲛ ϩⲃⲥⲱ ⲧⲱ ϩⲓⲱⲱ ⲕ ·,O O O O O O O O O O place place O O O O O O O O O O O O O O O O O place place O O O O O O O O O O O O O O O O object O O O O
ⲛⲧⲟϥ ⲇⲉ ⲁ ϥ ⲁⲣⲭⲉⲓ ⲛ ϣⲁϫⲉ ⲛⲙⲙⲁ ⲓ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ · ϫⲉ ⲁⲛⲅ ⲟⲩ ⲣⲱⲙⲉ ⲙ ⲙⲟⲛⲁⲭⲟⲥ · ⲉ ⲓ ⲟⲩⲏϩ ϩⲛ ⲟⲩ ⲥⲟⲟⲩϩⲥ · ⲙ ⲙⲟⲛⲁⲭⲟⲥ ⲛ ⲁⲩⲏⲧ ϩⲛ ⲑⲏⲃⲁⲓⲥ ·,O O O O O O O O O O O O O O O O O person O O person O O O O O organization O O O O O O O place-Thebaid O
ⲁ ⲩ ⲙⲉⲉⲩⲉ ⲉⲓ ⲉ ⲡⲁ ϩⲏⲧ · ⲛ ⲧⲉⲓ ϩⲉ ϫⲉ ⲧⲱⲟⲩⲛ ⲁⲙⲟⲩ ⲉⲃⲟⲗ · ⲛ ⲅ ϭⲱϩⲙ ⲡⲉⲕ ⲙⲁ ⲙⲁⲩⲁⲁ ⲕ · ⲁⲩⲱ ⲕ ⲛⲁ ⲉⲥⲩⲭⲁⲍⲉ ⲙⲙⲟ ⲕ ⲛ ⲅ ⲁⲛⲁⲭⲱⲣⲉⲓ · ⲛ ⲅ ϣⲡ ⲛⲉ ⲥⲛⲏⲩ ⲉⲣⲟ ⲕ · ⲛ ⲅ ⲣⲙⲁⲓϣⲙⲙⲟ · ⲉⲙⲁⲧⲉ · ⲁⲩⲱ ⲕ ⲛⲁ ϭⲓⲛⲉ · ⲛ ⲟⲩ ϩⲟⲩⲟ ⲃⲉⲉⲕⲉ · ϩⲙ ⲡ ϩⲱⲃ ⲛ ⲛⲉⲕ ϭⲓϫ ·,O abstract abstract O O abstract abstract O O O O O O O O O O O O place place O O O O O O O O O O O O O O O O person person O O O O O O O O O O O O O O O O O abstract O O abstract O O O abstract O
ⲡ ⲉⲛⲧ ⲁ ⲓ ⲙⲉⲉⲩⲉ ⲇⲉ ⲉⲣⲟ ϥ ⲁ ⲓ ⲁⲁ ϥ ·,abstract O O O O O O abstract O O O O O
ⲁ ⲓ ⲉⲓ ⲇⲉ ⲉⲃⲟⲗ ϩⲙ ⲡ ⲁⲩⲏⲧ ⲙ ⲙⲟⲛⲁⲭⲟⲥ · ⲁ ⲓ ⲕⲱⲧ ⲛⲁ ⲓ ⲛ ⲟⲩ ⲙⲁ ⲛ ϣⲱⲡⲉ ⲙⲁⲩⲁⲁ ⲧ ⲁ ⲓ ⲟⲩⲱϩ ⲛϩⲏⲧ ϥ ·,O O O O O O organization O O organization O O O O O O O place O O place O O O O O O O O
ⲁ ⲩ ⲁⲡⲥ ⲛ ⲣⲱⲙⲉ · ⲉⲡⲓⲧⲁⲥⲥⲉ ⲛⲁ ⲓ ⲛ ϩⲱⲃ ⲛ ϭⲓϫ ϣⲁ ⲓ ⲧⲁⲁ ⲩ ⲙ ⲙⲛⲧⲛⲁ ⲛ ⲛ ϣⲙⲙⲟ ·,O O person O person O O O O O abstract O abstract O O O O O abstract O person person O
ⲡ ⲇⲓⲁⲃⲟⲗⲟⲥ ⲁ ϥ ⲕⲱϩ ⲙ ⲡⲉ ⲟⲩⲟⲉⲓϣ ⲉⲧ ⲙⲙⲁⲩ · ⲉ ⲡ ⲃⲉⲉⲕⲉ ϯ ϫⲡⲟ ⲙⲙⲟ ϥ · ⲙ ⲡ ⲙⲧⲟ ⲉⲃⲟⲗ ⲙ ⲡ ϫⲟⲉⲓⲥ ϩⲁ ⲡ ⲉⲧ ⲉⲓⲣⲉ ⲙⲙⲟ ϥ ⲛ ⲛ ϣⲙⲙⲟ · ⲙⲛ ⲛ ⲕⲟⲟⲩⲉ · ⲉⲧ ⲣϭⲣⲱⲱϩ · ⲉ ϥ ⲛⲁⲩ ⲉ ⲧ ϩⲉ ⲉⲧ ⲓ ⲥⲡⲟⲩⲇⲁⲍⲉ ⲉ ⲡⲁ ϩⲱⲃ ⲛ ϭⲓϫ ·,person person O O O O time O O time O O abstract O O O O abstract O O abstract O O O person person O person O O O O O person person O O person O O O person O O O O O O O O O O O abstract O O abstract O
ⲁ ϥ ⲕⲱϩ ⲉⲣⲟ ⲓ ⲉⲙⲁⲧⲉ · ϩⲁ ⲡ ⲉⲧ ⲉⲓⲣⲉ ⲙⲙⲟ ϥ · ⲁ ϥ ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉ ⲩ ⲥϩⲓⲙⲉ · ⲙ ⲙⲟⲛⲁⲭⲏ ⲉ ⲥ ⲛⲏⲩ ϣⲁⲣⲟ ⲓ ⲉ ⲁ ⲥ ⲧⲁⲥⲥⲉ ⲛⲁ ⲓ ⲛ ϩⲉⲛ ϩⲱⲃ ⲛ ϭⲓϫ ·,O O O O O O O O person O O O person O O O O O O person O O O O O O O O O O O O O O O O abstract O O abstract O
ⲁⲩⲱ ⲛⲧⲉⲣ ⲓ ⲟⲩⲱ ⲙⲙⲟ ⲟⲩ · ⲁ ⲓ ⲧⲁⲁ ⲩ ⲛⲁ ⲥ ·,O O O O O O O O O O O O O O
ⲁ ⲥ ϫⲟⲟ ⲥ ⲛⲁ ⲓ ⲟⲛ ⲉⲧⲃⲉ ϩⲉⲛ ⲕⲟⲟⲩⲉ · ⲁⲩⲱ ⲛⲧⲉⲣⲉ ⲧ ⲥⲩⲛⲏⲑⲓⲁ ϣⲱⲡⲉ · ⲉⲧ ⲣ ⲛ ⲁⲡⲁⲛⲧⲁ ⲉ ⲛⲉⲛ ⲉⲣⲏⲩ · ⲁ ⲡ ϫⲁϫⲉ ⲧⲁⲁ ⲥ ⲉ ⲡⲁ ϩⲏⲧ · ⲉ ⲧⲣ ⲁ ϫⲓ ϩⲱⲃ ⲛ ϭⲓϫ ⲛⲧⲟⲟⲧ ⲥ ·,O O O O O O O O abstract abstract O O O abstract O O O O O O event O O abstract O O person person O O O abstract abstract O O O O O abstract O abstract O O O
ⲛⲧⲉⲣⲉ ⲧ ⲡⲁⲣϩⲏⲥⲓⲁ ⲇⲉ ϣⲱⲡⲉ · ⲁ ⲛ ⲟⲩⲉⲙⲟⲉⲓⲕ ⲙⲛ ⲛⲉⲛ ⲉⲣⲏⲩ ·,O abstract abstract O O O O O O O O O O
ⲁⲩⲱ ⲁ ⲩ ϩⲱⲃ ⲟⲩⲱⲛϩ ⲉⲣⲟ ⲛ · ⲉ ⲡ ϩⲁⲉ ⲇⲉ ⲁ ⲛ ϯⲛⲁⲁⲕⲉ ⲙ ⲡ ⲙⲟⲩ ⲁ ⲛ ϫⲡⲟ · ⲛ ⲧ ⲁⲛⲟⲙⲓⲁ ·,O O abstract abstract O O O O O time time O O O O O event event O O O O O abstract abstract O
ⲛⲧⲉⲣ ⲓ ϩⲉ ⲇⲉ ⲉⲃⲟⲗ ⲛⲙⲙⲁ ⲥ · ϩⲛ ⲟⲩ ⲙⲛⲧⲁⲧϩⲏⲧ · ⲁ ⲛ ϭⲱ ϩⲛ ϯ ⲁⲛⲟⲙⲓⲁ ⲛ ⲥⲟⲟⲩ ⲛ ⲉⲃⲟⲧ ·,O O O O O O O O O abstract abstract O O O O O abstract abstract O time O time O
ⲙⲛⲛⲥⲱ ⲥ ⲁ ⲓ ⲙⲉⲉⲩⲉ ⲉⲃⲟⲗ ϩⲙ ⲡⲁ ϩⲏⲧ · ⲉ ⲡ ⲉⲛⲧ ⲁ ⲓ ⲁⲁ ϥ ⲁ ⲓ ⲣ ϩⲧⲏ ⲓ · ⲁ ⲓ ⲣⲓⲙⲉ ⲉⲙⲁⲧⲉ ⲁⲩⲱ ⲁ ⲓ ϣⲱⲡⲉ · ϩⲛ ⲟⲩ ⲁϣⲁϩⲟⲙ,O O O O O O O abstract abstract O O abstract O O O O abstract O O O O O O O O O O O O O O O O abstract abstract
ⲁ ⲓ ⲙⲉⲉⲩⲉ ⲉⲃⲟⲗ ϩⲙ ⲡⲁ ϩⲏⲧ ⲉ ⲡ ⲉⲛⲧ ⲁ ⲓ ⲁⲁ ϥ ⲁ ⲓ ⲣ ϩⲧⲏ ⲓ · ⲁ ⲓ ⲣⲓⲙⲉ ⲉⲙⲁⲧⲉ · ⲁⲩⲱ ⲁ ⲓ ϣⲱⲡⲉ ⲉ ⲓ ϣⲟⲟⲡ ϩⲛ ⲟⲩ ⲁϣⲁϩⲟⲙ ·,O O O O O abstract abstract O abstract O O O O abstract O O O O O O O O O O O O O O O O O O O abstract abstract O
ⲁ ⲓ ⲙⲉⲉⲩⲉ ⲉⲃⲟⲗ ϩⲙ ⲡⲁ ϩⲏⲧ · ⲙⲁⲩⲁⲁ ⲧ ϫⲉ ⲕⲁⲛ ⲡ ϩⲟⲟⲩ ⲕⲁⲛ ⲣⲁⲥⲧⲉ ⲧⲛ ⲁ ⲙⲟⲩ ⲁⲩⲱ ⲥⲉ ⲛⲁ ⲕⲟⲗⲁⲍⲉ ⲙⲙⲟ ⲛ ϩⲛ ⲕⲟⲗⲁⲥⲓⲥ ⲉ ⲩ ⲛⲁϣⲧ · ⲡ ϭⲁϩϭϩ ⲛ ⲛ ⲟⲃϩⲉ ⲁⲩⲱ ⲡ ⲕⲁⲕⲉ ⲉⲧ ϩⲓⲃⲟⲗ · ⲡ ⲕⲱϩⲧ ⲛ ⲁⲧⲱϣⲙ · ⲙⲛ ⲡ ϥⲛⲧ ⲛ ⲁⲧⲛⲕⲟⲧⲕ · ⲉⲧ ⲟⲩⲱⲙ ⲛⲥⲁ ⲧⲉ ⲯⲩⲭⲏ ·,O O O O O abstract abstract O O O O O time time O O O O O O O O O O O O abstract O O abstract O event O O object object O abstract O O abstract O object O O object O O animal O O O O O O O abstract abstract O
ⲧⲱⲟⲩⲛ ⲙⲁⲣⲟ ⲛ ⲉⲃⲟⲗ ϩⲙ ⲡⲉⲓ ⲙⲁ ·,O O O O O place place O
ⲙⲁⲣⲟ ⲛ ⲉ ⲡ ϫⲁⲓⲉ ·,O O O place place O
ⲁⲛⲟⲕ ⲇⲉ ⲁ ⲓ ⲣ ϩⲛⲁ ⲓ ⲙ ⲡⲱⲧ ⲛⲧⲟⲟⲧ ϥ ⲙ ⲡ ⲛⲟⲃⲉ ·,O O O O O O O O O O O O abstract abstract O
ⲁ ⲓ ⲧⲱⲟⲩⲛ ⲁ ⲓ ⲉⲓ ⲉⲃⲟⲗ · ⲁ ⲓ ⲃⲱⲕ ⲉ ϯ ⲉⲣⲏⲙⲓⲁ ·,O O O O O O O O O O O O place place O
ⲁⲩⲱ ⲁ ⲓ ⲗⲟ ϩⲁ ϩⲛⲁⲩ ⲛⲓⲙ · ⲛⲧⲉ ⲧⲉ ⲥϩⲓⲙⲉ ⲉⲧ ⲙⲙⲁⲩ ·,O O O O O abstract O O O person O O person O
ⲁ ⲓ ϭⲓⲛⲉ ⲛ ϯ ⲡⲩⲅⲏ ⲙ ⲙⲟⲟⲩ ⲙⲛ ⲧⲉⲓ ⲃⲛⲛⲉ ⲙⲛ ⲡⲉⲓ ⲥⲡⲩⲗⲁⲓⲟⲛ ·,O O O O place O O substance O plant plant O place place O
ϣⲁⲣⲉ ⲧⲉⲓ ⲃⲛⲛⲉ ⲧⲁⲩⲉ ⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲛ ⲗⲟⲟⲩ ⲛ ⲃⲛⲛⲉ · ⲕⲁⲧⲁ ⲣⲟⲙⲡⲉ · ⲟⲩ ⲗⲟⲟⲩ ⲕⲁⲧⲁ ⲉⲃⲟⲧ ·,O plant plant O plant O O O plant O O time O plant plant O time O
ⲡⲉⲓ ⲗⲟⲟⲩ ϭⲉ ⲛ ⲃⲛⲛⲉ ϣⲁ ϥ ⲣⲱϣⲉ ⲉⲣⲟ ⲓ ⲕⲁⲧⲁ ⲉⲃⲟⲧ ·,plant O O O plant O O O O O O time O
ⲙⲛ ⲗⲁⲁⲩ ϭⲉ ϣⲟⲟⲡ ⲛⲁ ⲓ ⲟⲩⲇⲉ ϩⲃⲥⲱ · ⲟⲩⲇⲉ ⲧⲣⲟⲫⲏ ⲛ ⲟⲉⲓⲕ ·,O object O O O O O object O O substance O substance O
ⲡⲁ ϥⲱ ⲇⲉ ⲁ ϥ ⲁⲩⲝⲁⲛⲉ · ⲁⲩⲱ ⲛⲁ ϩⲟⲉⲓⲧⲉ ⲁ ⲩ ⲧⲁⲕⲟ ⲉ ⲡ ⲧⲏⲣϥ ·,object object O O O O O O object object O O O O O O O
ⲁ ⲓ ϩⲱⲃⲥ ϭⲉ ⲙ ⲡ ⲙⲁ ⲉⲧ ⲉϣϣⲉ · ⲉ ϩⲟⲃⲥ ϥ ϩⲙ ⲡⲁ ϥⲱ ·,O O O O O place O O place O O O O O object object O
ⲁⲩⲱ ⲉⲓⲥ ⲙⲁⲁⲃⲉ ⲛ ⲣⲟⲙⲡⲉ · ϫⲓ ⲛⲧ ⲁ ⲓ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ · ⲉⲣⲉ ⲡ ⲁⲏⲣ ϯ ⲛⲁ ⲓ ⲛ ⲟⲩ ⲕⲣⲁⲥⲓⲥ · ⲉ ⲥ ϣⲏϣ ⲁⲩⲱ ⲙⲡ ⲓ ⲟⲩⲉⲙⲟⲉⲓⲕ ⲉ ⲡ ⲧⲏⲣϥ ·,O O time O time O O O O O O O place place O O abstract abstract O O O O abstract O O O O abstract O O O O O O O O
ⲁ ⲓ ϫⲛⲟⲩ ϥ ϫⲉ ⲁⲣⲁ ⲧ ⲁⲣⲭⲏ · ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉ ⲡⲉⲓ ⲙⲁ ⲁ ⲕ ϩⲓⲥⲉ ⲧⲱⲛⲟⲩ ·,O O O O O O time O O O O O O O place place O O O O O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲓ · ϫⲉ ⲁϩⲉ ⲁ ⲓ ϩⲓⲥⲉ ⲧⲱⲛⲟⲩ · ⲱ ⲡⲁ ϣⲏⲣⲉ · ϩⲱⲥⲧⲉ ⲛⲛ ⲁ ϣ ⲛⲟϫ ⲧ · ⲉ ⲡ ⲕⲁϩ ⲉⲧⲃⲉ ⲡ ⲙⲕⲁϩ ⲛ ϩⲏⲧ · ϩⲱⲥⲧⲉ ⲛⲛ ⲁ ⲉϣ ⲛⲟϫ ⲧ · ⲉ ⲡ ⲕⲁϩ ⲉⲧⲃⲉ ⲡ ⲙⲕⲁϩ ⲛ ϩⲏⲧ · ⲉ ⲓ ⲱϣ ⲉϩⲣⲁⲓ ⲉ ⲡ ϫⲟⲉⲓⲥ ⲉⲧⲃⲉ ⲛⲁ ⲛⲟⲃⲉ ⲉⲧ ⲟϣ ·,O O O O O O O O O O O O O person person O O O O O O O O O place place O abstract O O abstract O O O O O O O O O place place O abstract O O abstract O O O O O O person person O abstract O O abstract O
ⲁ ⲓ ϩⲓⲥⲉ ⲇⲉ ⲟⲛ ϩⲛ ⲟⲩ ⲛⲟϭ ⲙ ⲙⲟⲕϩⲥ · ⲉⲧⲃⲉ ⲡⲉ ⲧⲕⲁⲥ ⲉⲧ ϩⲓϫⲱ ⲓ,O O O O O O abstract O O abstract O O abstract O O O abstract
ⲁ ⲓ ϭⲱϣⲧ ⲇⲉ ⲁ ⲓ ⲛⲁⲩ ⲉ ⲩ ⲣⲱⲙⲉ ⲉ ϥ ϩⲁ ⲉⲟⲟⲩ ⲉⲙⲁⲧⲉ ⲁ ϥ ⲁϩⲉ ⲣⲁⲧ ϥ ϩⲁϩⲧⲏ ⲓ,O O O O O O O O person O O O O O person O O O O O O O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲓ ϫⲉ ⲉ ⲕ ϣⲱⲛⲉ ⲉ ⲟⲩ ·,O O O O O O O O O O O
ⲁⲛⲟⲕ ⲇⲉ ⲁ ⲧⲁ ϭⲟⲙ ⲉⲓ ⲉⲣⲟ ⲓ ⲛ ⲟⲩ ⲕⲟⲩⲓ ⲡⲉϫⲁ ⲓ ⲛⲁ ϥ · ϫⲉ ⲡ ϫⲟⲉⲓⲥ ⲉ ⲓ ϣⲓⲛⲉ ⲉ ⲡⲁ ϩⲏⲡⲁⲣ ·,O O O abstract abstract O O O O O O O O O O O O person person O O O O object object O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲓ ϫⲉ ⲙⲁ ⲧⲥⲁⲃⲟ ⲓ ⲉ ⲡ ⲙⲁ ⲉⲧ ⲕ ϣⲱⲛⲉ ⲉⲣⲟ ϥ ·,O O O O O O O O O place O O O O O place O
ⲁ ⲓ ⲧⲥⲁⲃⲟ ϥ ⲇⲉ ⲉ ⲡⲁ ϩⲏⲡⲁⲣ ⲉⲧ ϣⲱⲛⲉ ·,O O O O O O object O O object O
ⲁ ϥ ⲥⲟⲃⲧⲛ ⲛ ⲧⲉϥ ϭⲓϫ ⲉⲃⲟⲗ ⲉⲣⲟ ⲓ ⲉⲣⲉ ⲛⲉϥ ⲧⲏⲏⲃⲉ ⲧⲁⲗⲏⲩ ⲉϫⲛ ⲛⲉⲩ ⲉⲣⲏⲩ ⲁ ϥ ⲡⲉϩ ⲡⲁ ⲥⲡⲓⲣ ⲛ ⲧ ϩⲉ ⲛ ⲟⲩ ⲥⲏϥⲉ · ⲁⲩⲱ ⲁ ϥ ⲉⲓⲛⲉ ⲉⲃⲟⲗ ⲙ ⲡⲁ ϩⲏⲡⲁⲣ ⲁ ϥ ⲧⲥⲁⲃⲟ ⲓ ⲉ ⲛⲉ ⲡⲗⲩⲅⲏ · ⲉ ⲩ ϩⲓⲱⲱ ϥ ·,O O O O object object O O O O object object O O O O O O O object object O O O O object object O O O O O O O object object O O O O O object O O O O O object O
ⲁ ϥ ϩⲟⲕ ⲟⲩ ⲁ ϥ ϯ ⲛ ⲛⲉⲩ ⲟⲩⲁⲙⲟⲙⲉ ⲉ ⲩ ⲧⲟⲉⲓⲥ · ⲁ ϥ ϯ ⲟⲛ ⲙ ⲡⲁ ϩⲏⲡⲁⲣ · ⲉ ⲡⲉϥ ⲙⲁ ⲛ ⲕⲉ ⲥⲟⲡ ·,O O O O O O O O animal animal O object object O O O O O O object object O O place place O time time O
ⲁⲩⲱ ⲁ ϥ ⲥⲗⲟϭⲗϭ ⲉϫⲙ ⲡⲁ ⲥⲱⲙⲁ ϩⲛ ⲛⲉϥ ϭⲓϫ · ⲁ ϥ ⲧⲱϭⲉ ⲙ ⲡ ⲙⲁ ⲛⲧ ⲁ ϥ ⲡⲁϩ ϥ ⲉϫⲛ ⲛⲉϥ ⲉⲣⲏⲩ ·,O O O O O object object O object object O O O O O place O O O O O place O O O O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲓ ϫⲉ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁ ⲕ ⲟⲩϫⲁⲓ ⲙⲡⲣ ⲕⲟⲧ ⲕ ⲉ ⲣⲛⲟⲃⲉ ϫⲉ ⲛⲛⲉ ⲡ ⲉⲧ ϩⲟⲟⲩ ⲉ ⲡⲁⲓ ϣⲱⲡⲉ ⲙⲙⲟ ⲕ · ⲁⲗⲗⲁ ⲁⲣⲓϩⲙϩⲁⲗ ⲙ ⲡ ϫⲟⲉⲓⲥ · ϫⲓⲛ ⲧⲉⲛⲟⲩ ϣⲁ ⲉⲛⲉϩ ·,O O O O O O O O O O O O O O O O O abstract O O O abstract O O O O O O O person person O O O O time O
